Degree_Centrality_Rank,Betweenness_Centrality_Rank,Closeness_Centrality_Rank,Eigenvector_Centrality_Rank,Active_channel_cnt_Rank,Capacity_Rank,alias,Type,Clearnet_Tor_Status,formatted_capacity,Active_channel_cnt,pub_key
9999,9999,9999,9999,6425,6260,agstr,[],Only Tor,500k sats,1,030506f2a8436e7c0edd292ab9b6bad6120fb66b8b201884a5c40e473aedf6484a
9999,9999,9999,9999,6425,6260,solution-engineer,[],Only Tor,500k sats,1,020b8fbb6cef5f8f65b71ed371605ea438936cc8b4387e92d76f185649ac4a1024
9999,9999,9999,9999,6425,6260,mylightningnode,[],Only Tor,500k sats,1,02a794ff1c738613fff0b609d82f1969531bd2799ff73b40cc1d1ed2adc9fef325
9999,9999,9999,9999,6425,6260,DCFNETWORKS,[],Only Tor,500k sats,1,03e1fc7104b4460b505bd4cf2b6b35a6c1c88ff1d999badf099511ea1287564207
9999,9999,9999,9999,6425,6260,asicmarketgroupstore2,[],Only Tor,500k sats,1,02a704196ddf5ad2025bbdf226e2e6f83444a5feab2d682098588e0e0c0fa6c6a8
9999,9999,9999,9999,6425,6260,lutzzzzz,[],Only Tor,500k sats,1,0221ac650cdfd2a7a45102536fa95c3fd9f203de5ff5648f527181082ddd33097a
9999,9999,9999,9999,6425,6260,fandamo,[],Only Tor,500k sats,1,038ffe31e4fe4a4ad8fa9f54d185a618cebac7e82222b88f155af785e5f55063d6
9999,9999,9999,9999,6425,6260,bitcoinstamp,[],Only Tor,500k sats,1,03c06ab451dfbce8bb681f968228d4896d61c6e630471f83e668af46be1729d0dd
9999,9999,9999,9999,6425,6260,no-node,,Only Tor,500k sats,1,020be5499f7da22564bc3592a7c98d4b4bd5a0e333cb1545cd33e8b0f39eda4c17
9999,9999,9999,9999,6425,6260,Aryan666,[],Only Tor,500k sats,1,03744a186f154309aaf2097f950c122d7bae455a257412928b6dc6c75bd8dd484a
9999,9999,9999,9999,6425,6260,lighting-jack,[],Only Tor,500k sats,1,02e442ff28abc0f5f9ec19fa08e70b0dd417bd0e9ed7ebaf7b9ebf55d17bfa4ee9
9999,9999,9999,9999,6425,6260,uncoated-cognition,[],Only Tor,500k sats,1,03e2de3509f7610522ef3b841149cfdd7ac5a4dc3ae3998ed3fb44a053f8f7aca8
9999,9999,9999,9999,8049,6260,Geldnode,[],Only Tor,500k sats,0,037444f28b2c7118c3c6f62d6b322da5a433b5496510f35a327b2fb5d5cfa8149c
9999,9999,9999,9999,6425,6260,quarkpod,[],Only Tor,500k sats,1,0374370dde0bf536b6603b9f6194696af8fbbe704ec7df18ad5d947a9c724c0c94
9999,9999,9999,9999,6425,6260,bip-84,[],Only Tor,500k sats,1,03c1498493c8bd1dd52f9c649e9c025ca80af715a314b833430e32cb3838eb331e
9999,9999,9999,9999,6425,6260,lightning-node01,[],Only Tor,500k sats,1,02e42c0dd77e253c4dd276718ebfa158a7d0cba31f85e1f4d8e0f7c0f8aa874a91
9999,9999,9999,9999,6425,6260,lnd-node-1,[],Only Tor,500k sats,1,030422b5c7c1a844ddcc6345f895ce94e32ef41901072b1e76afc39ba2254ea34e
4123,3767,4849,4835,4278,6260,Ranathan,[],Only Tor,500k sats,2,03042f51a348429fb0dc15acad4f638114dd8ff77d7fbc233d5fa3af2511b4dfb7
9999,9999,9999,9999,6425,6260,1-one58,,Only Tor,500k sats,1,0373cef00cd611c24f21e4461643c5ab9daad6348f8d22247b3927fbff220bfe1b
9999,9999,9999,9999,6425,6260,humanity-iam,[],Only Tor,500k sats,1,0370a84aa6c2fee2bbff8c812560881c7e01a46794ab45b1ac466cab63f7125b02
9999,9999,9999,9999,6425,6260,myNode [LND],[],Only Tor,500k sats,1,02e6f7b06687f7b90921617a74cca830722506d8cfdddeff460e9be1d2ee48194a
9999,9999,9999,9999,6425,6260,toshiba64,[],Only Tor,500k sats,1,03bef49e6e3bfcd8a6b5762406b45fb93f86a97289bf4c866adca386b3ad985b7f
9999,9999,9999,9999,6425,6260,lite-node-mangrove,[],Only Tor,500k sats,1,0283189095c79e24bfdf37f441a7ba0c4845d4ddcb9e011ffbd4361699edea8d2d
9999,9999,9999,9999,6425,6260,zippy-the-pinhead,[],Only Tor,500k sats,1,03e2b8f741b13d0746816a2a609032e4da6729347835e574d9407b7dd183face65
9999,9999,9999,9999,8049,6260,STRANGEPENGUIN,[],Only Tor,500k sats,0,03ad179343c73a1bbbfa0a8d2967d01ecb30aaa4bfbfd13b0bcf0fbc7d1b74b221
9999,9999,9999,9999,6425,6260,actionslave,[],Only Tor,500k sats,1,02e6a782a737cad13b015e6604789c8f951e1e6d9a4827810d3e900f008c8aaba1
9999,9999,9999,9999,6425,6260,02a9a38a98e1ef5de9cc,[],Only Tor,500k sats,1,02a9a38a98e1ef5de9ccaded1780b36277243354665b9cf09fa8638286a172cd7d
9999,9999,9999,9999,6425,6260,02604941737715a5df9c,[],Only Tor,500k sats,1,02604941737715a5df9c4bd6373d6450a4dd17c5883b7021a51a99cd3b338cc22b
9999,9999,9999,9999,6425,6260,alanode,,Only Tor,500k sats,1,03736f26573be62ec79fbbb11ea6b3091472fc8d5b2e30c4c3c562ce096371b4e9
9999,9999,9999,9999,6425,6260,ositopolar,,Only Tor,500k sats,1,0247b9a652755c72fb8ebc238fb72c1d95fdad25fb6e6542b2631070f458954757
9999,9999,9999,9999,6425,6260,bad-boy,[],Only Tor,500k sats,1,03bd889733aff0d7e3582f9d765d80e636ab1808b65e72a35fbb1724d208a82db8
9999,9999,9999,9999,6425,6260,mainnode0,[],Only Tor,500k sats,1,0286ed05631a54a050da552b6db42118bb017062704dae2b77a1e6bb65e871b3bf
9999,9999,9999,9999,6425,6260,alby-main-net,[],Only Tor,500k sats,1,020c51d7e64c15a9b0a5cd83d67a8feb37cae6ca3bf90af678726c1ebd0baca67b
9999,9999,9999,9999,6425,6260,cosmokid-node1,[],Only Tor,500k sats,1,033b38a69e053f300daaabcc39f8ee5f9a83933d5fed7f43d1854a685e9fd0f17b
9999,9999,9999,9999,6425,6260,SunnyVoltage,[],Only Tor,500k sats,1,02b0fbde4af918187ffe74590e6cca8a44b96614f33f5144c5fc54e9ed5d018157
9999,9999,9999,9999,6425,6260,mit-hackathon,,Only Tor,500k sats,1,0280597cc3e092a90b60eac72422cb0bb856c69ba228cbb17fbb82899974cee82d
9999,9999,9999,9999,6425,6260,cppcpp,[],Only Tor,500k sats,1,03dd7472c4f57403d6a7fb916cce410e53b9040cb6e09530639082dfc8717c4b52
9999,9999,9999,9999,6425,6260,lightning-proton,[],Only Tor,500k sats,1,025f6b4e7128e4bebae1b5ad151486eb722cb3cb95169cc02e0085fe6d746075bf
9999,9999,9999,9999,6425,6260,shagarrom-node,[],Only Tor,500k sats,1,02df4bb50e67e2f03ee60f086015d716442e0f729e294035e1d3d43f03d051c05c
9999,9999,9999,9999,6425,6260,WGroup-LN,[],Only Clearnet,500k sats,1,02eacd6b8ff7e863abd073e41f5cc5af2ec7fdbc2e4e8b35d23c64c5598cc3a904
9999,9999,9999,9999,6425,6260,majid-nods,,Only Tor,500k sats,1,02454aa0038cf6be704d9132f09a46e31f3f4f86efa0714f7382989118e8d3b92f
9999,9999,9999,9999,6425,6260,750699149,[],Only Tor,500k sats,1,033b4a55d24c9257d2f7ae3728557722126c366de37f0c9622e3c994224624212b
9999,9999,9999,9999,6425,6260,testnode11,[],Only Tor,500k sats,1,0208e7aadd6a82439e9538068f6064791342a0bea9d091bc683f75c63ed95feeb6
9999,9999,9999,9999,6425,6260,fizh-light,,Only Tor,500k sats,1,03bcab44f69301bb0198821c71f820aa65d353a6f845a1ea5769f00a001540284c
9999,9999,9999,9999,6425,6260,0392e6898f0da69eeb60,[],Only Tor,500k sats,1,0392e6898f0da69eeb600eeca40a4b246602c4d031a254a55b0dd7678c2f7bf34e
9999,9999,9999,9999,6425,6260,langkous,[],Only Tor,500k sats,1,03c4fa94f8080324f6a2c62414f99f9820cbed24274104e0d65f0a93a65d9cdaae
9999,9999,9999,9999,6425,6260,BACHMAN,[],Only Tor,500k sats,1,026346ca10f8289723cd292d4e41b53f084b76555f6fb5dc83351f88389799fff3
9999,9999,9999,9999,6425,6260,voltage718,[],Only Tor,500k sats,1,036be767ebd50844a06b7abc003129eff27eb3191a255fd658ca95a363fb707186
9999,9999,9999,9999,6425,6260,satsathome,[],Only Tor,500k sats,1,02b091096defdce0594e13e69103c62bdebdfa0fd9500fa05f990432435d02a75e
9999,9999,9999,9999,6425,6260,SATMAAL,[],Only Tor,500k sats,1,030206545b399b1ab4ed1ba105d604a122cd00753a8c86b789440ba094175d0fb3
9999,9999,9999,9999,6425,6260,greencandle,[],Only Tor,500k sats,1,03ad8e45458db4b2c83c91a16f60bc4d4fc21698faf6b8523cb978fa04425648fa
9999,9999,9999,9999,6425,6260,quantum-node,[],Only Tor,500k sats,1,025f8a4d4a70b0a63f7a0459cd6b679483d5ec7fd328a477cfa9d0ef4c4d1f69c5
9999,9999,9999,9999,6425,6260,Infinet-Wallet-Node,[],Only Tor,500k sats,1,026343b3bd75dba5f48ccd6627d264c2d478a42f1d08e2cc41374a480dc5baa488
9999,9999,9999,9999,6425,6260,03a6baa3e87186d9b6a6,[],Only Tor,500k sats,1,03a6baa3e87186d9b6a6897c833ccee547a9146767431c2afc44de3519fad44f8d
9999,9999,9999,9999,6425,6260,MaxBox,[],Only Tor,500k sats,1,03f42780cec4218c2e9e0ec8c0681a61e9f3ee6ff97ddfe7f9a3a8dc97049ee005
9999,9999,9999,9999,6425,6260,03c5230f5ca29cbc83f6,[],Only Tor,500k sats,1,03c5230f5ca29cbc83f6d8fa2f2064958680aa8d0614b1b8061dc61eb4223a462f
9999,9999,9999,9999,6425,6260,erdongchengcy,[],Only Tor,500k sats,1,033ad02bb8b6e08f731ed558ee347f4a9764242b7ae9797468887c2a7605274ca9
9999,9999,9999,9999,6425,6260,dezetest01,[],Only Tor,500k sats,1,03c6835cf7174e7601776b8240d675b8e43da33968293838b04952c8118c2b3930
9999,9999,9999,9999,6425,6260,unscientific-educattion,[],Only Tor,500k sats,1,024ebb99af1a70ec402ee94c09f4d3f60c2fbef5e8fe51e521427c3d112385db55
9999,9999,9999,9999,6425,6260,bukele-node,[],Only Tor,500k sats,1,02ebca01e43a44255af3228dcefb7c5b294b623ea6bbfb677caf562c6910f49276
9999,9999,9999,9999,6425,6260,lnd001,[],Only Tor,500k sats,1,0264a65a1c79c450893cff604bdecf97a55a91d734ac72724857c35c15bab3a083
9999,9999,9999,9999,6425,6260,zoombiebee,[],Only Tor,500k sats,1,03218394df6bf2ad03680008938024ef036c04e35d728031072a7a540e1b2bf41b
9999,9999,9999,9999,6425,6260,pihkal-pharma-lightning,[],Only Tor,500k sats,1,0393ab67e806301b9102a7cbd5628b8b40ab83e7ccb37cd09d2b2ad016d2c2a827
9999,9999,9999,9999,6425,6260,awesome,[],Only Tor,500k sats,1,03f87d9889781fb661e8d54a45cfd8e6721b1ac554dd65b3c92b6824bb773eb2c6
9999,9999,9999,9999,6425,6260,Helios_Bohemia,[],Only Tor,500k sats,1,02a0d0d8202992cba1c7a6ab3d70c417de5d9ae3e54b6e905daf6600652a329f78
9999,9999,9999,9999,6425,6260,taylor,,Only Tor,500k sats,1,0344a13a2e0a3f6adf76100347ca58071478a9e1af86e0c436a4e623d1de665269
9999,9999,9999,9999,6425,6260,03aa000b7ee4e2bfa1e2,[],Only Tor,500k sats,1,03aa000b7ee4e2bfa1e262628a8b8c45f7478cbc47478f931a05a4220df3f89355
9999,9999,9999,9999,6425,6260,rsp2p,[],Only Tor,500k sats,1,0344dfbfaa3cbc69019e71dd655d7184001986b3bc9682429a999b72a2a120ab75
9999,9999,9999,9999,6425,6260,lnd-node-1,[],Only Tor,500k sats,1,0244eaf1df8d34830d27d3b889083bea55796a2af6b4a57720fa6d2a9f39e5bebe
9999,9999,9999,9999,6425,6260,EGW,[],Only Tor,500k sats,1,0344ccdffbfee5ae5e56fd926afdb1c9727f70ce6b080fd551f8b4833d3e51812b
9999,9999,9999,9999,6425,6260,HighlighterSupermarket,[],Only Tor,500k sats,1,027fc4bbf73eeb128262948c8ad068ec243e569ead212fda815c90b9f27d82c377
9999,9999,9999,9999,6425,6260,ROGER9000NODES,[],Only Tor,500k sats,1,03f3d67958abaabad6bc0be6060b271b92e68fc3ab4a47fa8df84852cc30542908
9999,9999,9999,9999,6425,6260,jacobli,[],Only Tor,500k sats,1,03932685555c631d6c3182b4d12536636f4dd71f0bec6d3207c3959e88e8085265
9999,9999,9999,9999,6425,6260,lnd-beveragedrinker,[],Only Tor,500k sats,1,02803e6e75fb5a889c38cf85590491eb910149f610b81ae1d3d847328ad22b9338
9999,9999,9999,9999,6425,6260,harsha-alice,[],Only Tor,500k sats,1,024e584b685a7b75c2bbdfa103abeb4e3afbecac7bec92af9b4a01487d17b810ba
9999,9999,9999,9999,6425,6260,testing-a-node-003,[],Only Tor,500k sats,1,03436beee1ffab6e6467d9510d8df838d592c0f36fc4cdb2ab04e05a4441c9671f
9999,9999,9999,9999,6425,6260,shop21,[],Only Tor,500k sats,1,03f48a5554ed4fbfd591dfc6a4fd1a1b5f89db5ac4bccbc0bfa071b70008117880
9999,9999,9999,9999,6425,6260,MLB,[],Only Tor,500k sats,1,036c170982f1c9bc5ff7e96a1820202a753c4f77045d7b57e96484da58018cfadb
9999,9999,9999,9999,6425,6260,Node2,[],Only Tor,500k sats,1,0209fac5668df26c7317011c1f7fac0cfd6e3c426b220b8f01ff74d4c38d480621
9999,9999,9999,9999,6425,6260,sevensatoshi,[],Only Tor,500k sats,1,033bef3523498a6d6b40a99b9f7325a63903c35e9c5647014659ea8b97c5e352c1
9999,9999,9999,9999,6425,6260,firstnodeo,[],Only Tor,500k sats,1,03e4365ee19b5833b6c9059285adedc6f55ff03f383aa3b3b0eb73353c0b3877a8
9999,9999,9999,9999,6425,6260,testnode25,[],Only Tor,500k sats,1,02a2d655b0b58cf47e5c5d17b2cd7568c65afffc07569d4685bc670654b3ea3e6c
9999,9999,9999,9999,6425,6260,0307c8be1cf1a452e01f,[],Only Tor,500k sats,1,0307c8be1cf1a452e01feb6174f13ecae17680007b4562f6cd56f5c1614b29c227
9999,9999,9999,9999,8049,6260,ttndev,[],Only Tor,500k sats,0,024d2873fe5700c67a2c8ef2b85571b88eb3521a50b8b5a452a461cbb4d240d4fb
9999,9999,9999,9999,6425,6260,ThunderBolts,[],Only Tor,500k sats,1,0281819614450846f59b4c0bdbd7c0bd408dc91f616bbb1011a927a9effa0380d2
9999,9999,9999,9999,6425,6260,mumhy-lightning-node,[],Only Tor,500k sats,1,02a2e84efb7d8544aa945502b87e2a6c636cdff9f9a1cb4a0eb03eacbf0f7860f5
4123,1613,1605,2855,4278,6260,Stefanosberla,[],Only Tor,500k sats,2,03425bb03614335589b053c57b82884adb6256f8a5fceb0787bc7fda125560c9bd
9999,9999,9999,9999,6425,6260,btc-ya-later,[],Only Tor,500k sats,1,0246e42bc7acb793e11514b5792e3debb07bb399849167279c4b6b0fb8ecff8ac4
9999,9999,9999,9999,6425,6260,Viva Bitcoin,[],Only Tor,500k sats,1,021e411da34031772a608ff12d96391f8e4e5bf675901b79df32a45da6f6acc624
9999,9999,9999,9999,6425,6260,cyberhalunke,[],Only Tor,500k sats,1,03f77a32336a15ea3fd10c5571b17971f8efec370d74b0d59682a236067fa38024
9999,9999,9999,9999,6425,6260,02a31ba9724a5cceaf58,[],Only Tor,500k sats,1,02a31ba9724a5cceaf587e2036b0163c1fe5245e21497f5c0b9e2e8aab8c668828
9999,9999,9999,9999,6425,6260,hitoshi0,,Only Tor,500k sats,1,02629bd4661f0b8556286c088ea66668a25291966e9a9d698b755ee913a3d55d5f
9999,9999,9999,9999,6425,6260,1voltage,[],Only Tor,500k sats,1,024cea2ba511f423523c1ff863841bd411e6c7eab8758b230eafa6f4dd951afe6b
9999,9999,9999,9999,6425,6260,NOSTR-EGGS,[],Only Tor,500k sats,1,02a36a9dd2bf330d5d708f626b4cd7c6736b3cf886f3c31c7c1ee0a5207504ea4c
9999,9999,9999,9999,6425,6260,leakyReLU,[],Only Tor,500k sats,1,03032e20eda50e6338af5f666ee4a061d995f5bff38c88e3df0b8da8bbd3525041
9999,9999,9999,9999,6425,6260,caveman-lightning-node-01,[],Only Tor,500k sats,1,02ac9f0c87279eea4751108d69a6dca756d57c27800003d5f6212f3e0265eb4d20
9999,9999,9999,9999,6425,6260,mike-lightning,[],Only Tor,500k sats,1,025fd4c6cf215ffde25e422a60c96cf39b637ed4455df53ec67293586681513c5e
9999,9999,9999,9999,6425,6260,NoscriptionMine,[],Only Tor,500k sats,1,028193d19c063760e8ff15c39467452178b37a699d5d757a7c3b114d6176180590
9999,9999,9999,9999,6425,6260,Hot-Fungus,[],Only Tor,500k sats,1,0246ad95a2ad7094e8eb16e422d039b0066b92aee45f643dea244d0a651a54fa2e
9999,9999,9999,9999,6425,6260,whodashoota,[],Only Tor,500k sats,1,02ae59f60dfebfa59e2f78f92c45f10949be4df06bd7f20e4f6e9f2a9b1fe714b0
9999,9999,9999,9999,6425,6260,Synaptent,[],Only Tor,500k sats,1,028627d91fd152a9be8213b84f63d95b5a7a7c6695b0846321204c1491d0ac3852
9999,9999,9999,9999,6425,6260,testera,[],Only Tor,500k sats,1,02e057f04c5a3a2b712aa2fc27ccb5f930c85ef73489800cabbf29845d87a16dcb
9999,9999,9999,9999,6425,6260,TRIBELESSKENYAN,[],Only Tor,500k sats,1,02633a24d119b27d4b02712d8259e11a1c581941cc823bfcb1a4e7090c0c0e180c
3209,3059,4172,4118,3296,6260,03081d882816e639e71e,[],Only Tor,500k sats,3,03081d882816e639e71e959b42401866e4061f6b0e74758607fe508ccc1f72352f
9999,9999,9999,9999,6425,6260,BitcoinEkasiJoeSlovo,[],Only Tor,500k sats,1,024603175498ac925035138220beee2fdacf595f35b126bf6fd47720afcc229166
9999,9999,9999,9999,6425,6260,SWISS.SOVEREIGN II 🇨🇭,[],Only Tor,500k sats,1,03f4f278101a59c2a688e26e73911edd51b587b756c51c2056d9e44104dda1a0d6
9999,9999,9999,9999,6425,6260,BitBoy21,[],Only Tor,500k sats,1,025fa9fda37a14a0765fa0f520164c8e13be9856e3b06c117b9133edd811eb0b04
9999,9999,9999,9999,6425,6260,jnode,[],Only Tor,500k sats,1,025faa8cd833c33ed1d101cc4b05859826a4c9d8ea8740e7151471ba75fcf4edf4
9999,9999,9999,9999,6425,6260,lnd-amal,[],Only Tor,500k sats,1,02e04ef69a97bbe598447fee8326ba1cedfb9df768cf19d918d43eaa9c5bb49969
9999,9999,9999,9999,6425,6260,bs-main-1,,Only Tor,500k sats,1,02a24eed14110f9ee8027f63defa5127fb0691c1e2fb9ef31c1bd0f0fa1abef612
9999,9999,9999,9999,6425,6260,my-lightning-node,[],Only Tor,500k sats,1,0327b6f5560c2b47541bdb9da6d83b5bb8591210f915bd5c0302ff23e0e695f691
9999,9999,9999,9999,6425,6260,HamSandwich,[],Only Tor,500k sats,1,03c4485a19af0a3226b9d60c2af7ddb9789c0baa3107abf24b14211967ef1cb395
9999,9999,9999,9999,6425,6260,Xenapos Node,[],Only Tor,500k sats,1,024d8862a766d829fc4adc56134a4e0bc44ade97fae849972177cc40fd19ccccf3
9999,9999,9999,9999,6425,6260,02a26d4a470466ee111d,[],Only Tor,500k sats,1,02a26d4a470466ee111daa26bc27cd07c3b40bccf987376889e33bf01388e3cc79
9999,9999,9999,9999,6425,6260,unthinkable,[],Only Tor,500k sats,1,03de6a5d0d0e8eb6ed1e0012edec85bcd86c3c3a480ae9ab35c7161ec05e446997
9999,9999,9999,9999,6425,6260,BTCpayRWF,[],Only Tor,500k sats,1,02aec695d421caf751d0aadf70c3bf765d2ce51de80e1dedd62e60accdcd908b2e
9999,9999,9999,9999,6425,6260,02468ab92fb412ce4cb8,[],Only Tor,500k sats,1,02468ab92fb412ce4cb8bb35cd6be382eb4713a24e19c26a7a3b514445d83b4e1a
9999,9999,9999,9999,6425,6260,Dujon-Sonkar,[],Only Tor,500k sats,1,025fca099c515fcee12af2985b6be602ad6f188defdd9787e93b09fe04dcaa33ef
9999,9999,9999,9999,6425,6260,kzkz2024,[],Only Tor,500k sats,1,028140542868f542d124c0ecb475b27ecb8624c34f3e10732af41128a93664ad3e
9999,9999,9999,9999,6425,6260,satoshis-well,,Only Tor,500k sats,1,03af77cc895bd9c397d8a33f6346ca1b3711111a0c1ff8903801c6a8434771b4ed
9999,9999,9999,9999,6425,6260,allbits,[],Only Tor,500k sats,1,02a716043f3c6316f732806cffba45d11bfaa7eefd060b649c88714d848ee27632
9999,9999,9999,9999,6425,6260,ptchrco,[],Only Tor,500k sats,1,037d5aeb1c67c91136bc319ea1795a51eda675c91a376e9353539709ecb530cd7c
9999,9999,9999,9999,6425,6260,⚡🐐 THUNDERGOAT,[],Only Clearnet,500k sats,1,028e06c1a668d93eee57ceea40445ba2dfd1cb87d7fbcf1a2d92cc153633b80e4b
9999,9999,9999,9999,6425,6260,PurpleLight,[],Only Tor,500k sats,1,035d78cb9b24d2b83d6b18435e508c151f7d880dee2e066ed69631fead7bc39609
9999,9999,9999,9999,6425,6260,my-lnc-node-standard,[],Only Tor,500k sats,1,021720716193ce3c48919127361d201a90a399bcbd3d6df761d9f1ae55307b54fe
9999,9999,9999,9999,6425,6260,Freebit,[],Only Tor,500k sats,1,02388b9108f7999b5ec78cbaa1a6b1678aa170d0b98506a0afbddbde4aa88820f3
9999,9999,9999,9999,6425,6260,rk-test-lightning-node,[],Only Tor,500k sats,1,02c2823f7a1629a704fd875f6979f12fead3b564e57f585a681be6baf55c87d088
9999,9999,9999,9999,6425,6260,LIGHTNING,[],Only Tor,500k sats,1,0273bcf7d71deae217399084756cbecb19af4e5e9cc6945ee5bd0dfd21733be82a
9999,9999,9999,9999,6425,6260,SLEEPYWHISPER,[],Only Tor,500k sats,1,02c239717872f0fa2d7796d157b1bd8fb217d6ad188af40d3d3e1a160314a5a711
9999,9999,9999,9999,6425,6260,CyberRyda,[],Only Tor,500k sats,1,039e061a4803d37c76f2af6977c6027525f175aeda930cf7f9b7c901dcd2a1183e
9999,9999,9999,9999,6425,6260,mylightningnetwork,[],Only Tor,500k sats,1,0380d4e492ab60c170d51feeb1fd567a9ef042d5b6a21553c3aefdeccd722973d6
9999,9999,9999,9999,6425,6260,Jacob,[],Only Tor,500k sats,1,02f59ce06b8740c6f7a60a687290200dfee600f15a047a90db88152862478ce11a
9999,9999,9999,9999,6425,6260,0295b3971a48de83b41f,[],Only Tor,500k sats,1,0295b3971a48de83b41fda8ec9cb1373b68c5fa8016d811e47d8f8e6c207f6b251
9999,9999,9999,9999,6425,6260,satmap,[],Only Tor,500k sats,1,02fb5559b9f5abda2b57b7791c2572ef1f1810f7ddeb8948e6753dc653f29890e3
9999,9999,9999,9999,6425,6260,LOVE BTC LN 🧡🧡🧡,[],Only Tor,500k sats,1,02749c849a232c28286427bea92e78c7dd2a12c28e3c5eade05a562c3f0b659b03
9999,9999,9999,9999,6425,6260,CoNodl_0GpF9rml1IQK [LND],[],Only Tor,500k sats,1,0238e51c86548f3b272018e93eeb9c1306dc33afaaa507003d3d9f7fcdf06d66de
9999,9999,9999,9999,6425,6260,array,,Only Tor,500k sats,1,0238f696497a9cf6eba6c3bbaf2cbbbe8ad7734b108cef61c8196dd3dec96ae179
9999,9999,9999,9999,8049,6260,031afd9a642d0505b7f7,[],Only Tor,500k sats,0,031afd9a642d0505b7f75efbd55da0664afe0b671f929bed57ca7f142d3ead63a1
9999,9999,9999,9999,6425,6260,DopeyServal,[],Only Tor,500k sats,1,02c19a4ce73d597d45def5d5486f8b2085aa710e2056660452e71ceb96839ee9cd
9999,9999,9999,9999,6425,6260,lightning-mainnet,[],Only Tor,500k sats,1,02385ed149b781d7a58b886a0f3d6e1e5e1c3b7e9129a5b9e7f0aad499f9cd759c
9999,9999,9999,9999,6425,6260,trinary-dev,[],Only Tor,500k sats,1,02ce0f048b2fe6b53f529baa80f6615899335a11da22ba465aecee9eb21e674e7d
9999,9999,9999,9999,6425,6260,02fb2da54e50fdff4971,[],Only Tor,500k sats,1,02fb2da54e50fdff497100266b955d457e55dd01f41a055dd9597501b0e1711dcf
9999,9999,9999,9999,6425,6260,NODEDON,[],Only Tor,500k sats,1,0381dfa9a8a490f9f8699a831364d4d465c2dda2c035b15f7d510a5c599db33f8d
9999,9999,9999,9999,6425,6260,softflag5445,[],Only Tor,500k sats,1,035d1a7d2e55c101033efb43136c91d60fe286e503b51b4fecfe2f74470cd233ca
9999,9999,9999,9999,6425,6260,test-node-1,[],Only Tor,500k sats,1,026cf8782a7735ac62f0eac8f790798cb288e0068dd4c36081a71da85c93f1d864
9999,9999,9999,9999,6425,6260,RickyboyII,[],Only Tor,500k sats,1,035d1daf600dc83c02dd2ed38314253e71e58ec383c1ef6bec37d1a753de936e9e
9999,9999,9999,9999,6425,6260,btc-nodes2,[],Only Tor,500k sats,1,026ce8cbe2b6a757fcca5be45bc50ce7404c2e332edbf694d651006be911e1127a
9999,9999,9999,9999,6425,6260,allyourbanktestmynode,[],Only Tor,500k sats,1,02c391815172f0a0709cf45815edb7a53c50791ff05c29886e03466be3ca226cd3
9999,9999,9999,9999,6425,6260,panzercom1a,,Only Tor,500k sats,1,032e0f1546f71d2a029fc6cf9becc36db0f858a3ffebccf2523c94236b77e59642
9999,9999,9999,9999,6425,6260,039e442efdc4f29b2a3e,[],Only Tor,500k sats,1,039e442efdc4f29b2a3ead36ef1f92c2d451242c22dcb48276d03cf4b71032a534
9999,9999,9999,9999,6425,6260,hadisraad83,,Only Tor,500k sats,1,03b2e47fe59f42cb7c22e410e1e46a2d4ef0d7132f9aaab179778e1cf57ac051b9
9999,9999,9999,9999,6425,6260,Closetive,[],Only Tor,500k sats,1,032dffcfee49ad65cb97f15ac35f9f20b293a7b37715eb78d6bffa2dbb07cb0210
9999,9999,9999,9999,6425,6260,ordi-node,[],Only Tor,500k sats,1,02faf23303cce05d5b6a235b832e24da7054bd66c502699593ec0dbf587e07709c
9999,9999,9999,9999,6425,6260,Relay-05,[],Only Tor,500k sats,1,025570bdb6fa9ef67c47bbb31aec90c959a066274673807419041d341cd02f5437
9999,9999,9999,9999,6425,6260,madiba-africa,,Only Tor,500k sats,1,02557058b0c2a0fc469cacb0154499e2664d6ee8d737e15892dc9afb12b626afe4
9999,9999,9999,9999,6425,6260,BankPrivat,[],Only Tor,500k sats,1,02cdb5492189fd2051abd0657f014fae99693c72ed16f6bfa7da900722ab78017d
9999,9999,9999,9999,6425,6260,Genius,[],Only Tor,500k sats,1,035d5f7d2800408f99f80bb4245077755143f264ab2de638b0daf206f170d3bdf2
9999,9999,9999,9999,6425,6260,0355f6221004204ab480,[],Only Tor,500k sats,1,0355f6221004204ab48080d95262f181974b17babc53a0e4b44ec5cf4c798e3715
9999,9999,9999,9999,6425,6260,BLUEROUTE-v23.08,[],Only Tor,500k sats,1,0212ee229e27590b75f56638c245881e4ce41b23d2ef8bd85dfc3e85fbc817dd5a
9999,9999,9999,9999,6425,6260,DiamondHands,[],Only Tor,500k sats,1,02cdfa433579ba73dfc4464c457601b15904aaefdcf55a5874fd8321d03c5965b3
9999,9999,9999,9999,6425,6260,LightningOne44,[],Only Tor,500k sats,1,026c12833e55022f2eb1147fb059216fbc25b999c73e8990e2ba69363742dafdb8
9999,9999,9999,9999,6425,6260,Survyetime,[],Only Tor,500k sats,1,031b50bc18a8e4e8b6f5d5aeccb0b79bbed48840e2cf3930b00f448d83b3cba1f1
9999,9999,9999,9999,6425,6260,kurt-lightning,[],Only Tor,500k sats,1,0239ddacdf2208691d9fe3b380bb514eb2ccc658e2a1de60ab04aa3d1cfc67c1d2
